loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R),heartRateBPMTimestamp(txt),heartRateBPM(N),heartRateBPS(R),heartRateVariabilityTimestamp(txt),heartRateVariability(ms)
2026-03-30T14:38:29.183-05:00,1774899503.220146,30.28882894480654,-97.73768801346797,181.1905,-1,-1,-1,-1,62.87283999505373,22.98179575223341,-9999,135245.991349375,0.8238067626953125,0.291900634765625,-0.4836578369140625,135245.959938375,-3.081825577906256,1.040027285897215,-0.2951794097978702,-0.003377498593181372,0.001956025371327996,-0.002288912888616323,-0.002212047576904297,-0.002627253532409668,0.0004321932792663574,XArbitraryZVertical,-0.4874574697603928,-0.1422439860966281,0.8601779773168132,0.04738999758592431,0.8251184821128845,0.2909114956855774,-0.4843037128448486,0,0,0,-1,-1,135233.8374975417,unknown,2,2026-03-30T14:38:17.026-05:00,2026-03-30T10:54:16.334-05:00,3730,1.346119,0,0,2516.999,4,4,2026-03-30T14:36:34.095-05:00,796592307.3808063,0,0.02000046,99.60115,1,0.9,2026-03-30T14:37:50.703-05:00,72,1.2,2026-03-30T12:48:13.834-05:00,0.1236805929763694
2026-03-30T14:38:29.218-05:00,1774899503.220146,30.28882894480654,-97.73768801346797,181.1905,-1,-1,-1,-1,62.87283999505373,22.98179575223341,-9999,135246.025274375,0.8252716064453125,0.2909698486328125,-0.4804534912109375,135246.020249375,-3.082009810165056,1.040167169858489,-0.2951426495552965,0.00628320686519146,0.0009956182911992073,-0.0002743667573668063,-0.003006160259246826,-0.001264572143554688,0.002687275409698486,XArbitraryZVertical,-0.4875325434996352,-0.1421800327700385,0.8601415900657923,0.04747007790296481,0.8251954317092896,0.2908763289451599,-0.4841937124729156,0,0,0,-1,-1,135233.8374975417,unknown,2,2026-03-30T14:38:17.026-05:00,2026-03-30T10:54:16.334-05:00,3730,1.346119,0,0,2516.999,4,4,2026-03-30T14:36:34.095-05:00,796592307.3808063,0,0.02000046,99.60115,1,0.9,2026-03-30T14:37:50.703-05:00,72,1.2,2026-03-30T12:48:13.834-05:00,0.1236805929763694
2026-03-30T14:38:29.248-05:00,1774899503.220146,30.28882894480654,-97.73768801346797,181.1905,-1,-1,-1,-1,62.87283999505373,22.98179575223341,-9999,135246.059198375,0.82281494140625,0.2851715087890625,-0.47802734375,135246.050404375,-3.081970473619557,1.040168093925719,-0.2951612980001917,-0.01055731438100338,-0.002686523366719484,-0.002231705468147993,-0.004268407821655273,-0.006119459867477417,0.005857586860656738,XArbitraryZVertical,-0.4875292265103618,-0.1421975795663675,0.860141237051479,0.04745784468795002,0.8251911997795105,0.2908941805362701,-0.4841901957988739,0,0,0,-1,-1,135233.8374975417,unknown,2,2026-03-30T14:38:17.026-05:00,2026-03-30T10:54:16.334-05:00,3730,1.346119,0,0,2516.999,4,4,2026-03-30T14:36:34.095-05:00,796592307.3808063,0,0.02000046,99.60115,1,0.9,2026-03-30T14:37:50.703-05:00,72,1.2,2026-03-30T12:48:13.834-05:00,0.1236805929763694
2026-03-30T14:38:29.284-05:00,1774899503.220146,30.28882894480654,-97.73768801346797,181.1905,-1,-1,-1,-1,62.87283999505373,22.98179575223341,-9999,135246.093123375,0.8228302001953125,0.291656494140625,-0.4816131591796875,135246.080559375,-3.081769340798194,1.040140539938945,-0.2953640502234949,-0.002904587890952826,-0.003633796237409115,-0.002949262736365199,-0.004021048545837402,-0.001140743494033813,0.002539306879043579,XArbitraryZVertical,-0.4874930778059253,-0.1423340179577269,0.8601412083350898,0.04741959281231364,0.8251269459724426,0.2910881638526917,-0.4841830432415009,0,0,0,-1,-1,135233.8374975417,unknown,2,2026-03-30T14:38:17.026-05:00,2026-03-30T10:54:16.334-05:00,3730,1.346119,0,0,2516.999,4,4,2026-03-30T14:36:34.095-05:00,796592307.3808063,0,0.02000046,99.60115,1,0.9,2026-03-30T14:37:50.703-05:00,72,1.2,2026-03-30T12:48:13.834-05:00,0.1236805929763694
2026-03-30T14:38:29.319-05:00,1774899503.220146,30.28882894480654,-97.73768801346797,181.1905,-1,-1,-1,-1,62.87283999505373,22.98179575223341,-9999,135246.127049375,0.82305908203125,0.2905731201171875,-0.48291015625,135246.110715375,-3.081912517819323,1.040122986668826,-0.2953074679563309,0.009546289220452309,0.001299263443797827,0.0001869647821877152,-0.004423439502716064,0.002773851156234741,0.002241700887680054,XArbitraryZVertical,-0.4874985200141359,-0.1422753262527909,0.8601452305073972,0.04746592439271801,0.8251326084136963,0.2910340130329132,-0.4842058420181274,0,0,0,-1,-1,135233.8374975417,unknown,2,2026-03-30T14:38:17.026-05:00,2026-03-30T10:54:16.334-05:00,3730,1.346119,0,0,2516.999,4,4,2026-03-30T14:36:34.095-05:00,796592307.3808063,0,0.02000046,99.60115,1,0.9,2026-03-30T14:37:50.703-05:00,72,1.2,2026-03-30T12:48:13.834-05:00,0.1236805929763694
2026-03-30T14:38:29.354-05:00,1774899503.220146,30.28882894480654,-97.73768801346797,181.1905,-1,-1,-1,-1,62.87283999505373,22.98179575223341,-9999,135246.160973875,0.824981689453125,0.2903594970703125,-0.48333740234375,135246.140870375,-3.082120100079671,1.040141573364093,-0.295109027918507,0.006650434341281652,0.0007987821009010077,-0.0005125716561451554,-0.0043601393699646,-0.001339226961135864,0.002667546272277832,XArbitraryZVertical,-0.4875310538669285,-0.1421393727273499,0.8601469977841484,0.04750739131106806,0.8251913785934448,0.2908441722393036,-0.4842197299003601,0,0,0,-1,-1,135233.8374975417,unknown,2,2026-03-30T14:38:17.026-05:00,2026-03-30T10:54:16.334-05:00,3730,1.346119,0,0,2516.999,4,4,2026-03-30T14:36:34.095-05:00,796592307.3808063,0,0.02000046,99.60115,1,0.9,2026-03-30T14:37:50.703-05:00,72,1.2,2026-03-30T12:48:13.834-05:00,0.1236805929763694
2026-03-30T14:38:29.387-05:00,1774899503.220146,30.28882894480654,-97.73768801346797,181.1905,-1,-1,-1,-1,62.87283999505373,22.98179575223341,-9999,135246.194896875,0.8241424560546875,0.288177490234375,-0.483642578125,135246.171025875,-3.082270753195178,1.040113521457561,-0.2950055222747214,0.00615235697478056,0.002285218564793468,-4.859830369241536e-05,-0.002755165100097656,-0.00128600001335144,0.001485228538513184,XArbitraryZVertical,-0.4875347995453873,-0.1420590258174192,0.860156056671778,0.04754457626740805,0.8252037763595581,0.2907451391220093,-0.4842581152915955,0,0,0,-1,-1,135233.8374975417,unknown,2,2026-03-30T14:38:17.026-05:00,2026-03-30T10:54:16.334-05:00,3730,1.346119,0,0,2516.999,4,4,2026-03-30T14:36:34.095-05:00,796592307.3808063,0,0.02000046,99.60115,1,0.9,2026-03-30T14:37:50.703-05:00,72,1.2,2026-03-30T12:48:13.834-05:00,0.1236805929763694
2026-03-30T14:38:29.419-05:00,1774899503.220146,30.28882894480654,-97.73768801346797,181.1905,-1,-1,-1,-1,62.87283999505373,22.98179575223341,-9999,135246.228822875,0.82061767578125,0.2855224609375,-0.481689453125,135246.201180875,-3.082448546568634,1.04010214731224,-0.294944206661044,0.007405818440020084,0.002544415416195989,0.002661835867911577,-0.001803696155548096,-0.003027856349945068,3.87728214263916e-05,XArbitraryZVertical,-0.4875455432176718,-0.1419897165354119,0.8601580974842939,0.04760504762661306,0.825213611125946,0.2906864583492279,-0.4842765331268311,0,0,0,-1,-1,135233.8374975417,unknown,2,2026-03-30T14:38:17.026-05:00,2026-03-30T10:54:16.334-05:00,3730,1.346119,0,0,2516.999,4,4,2026-03-30T14:36:34.095-05:00,796592307.3808063,0,0.02000046,99.60115,1,0.9,2026-03-30T14:37:50.703-05:00,72,1.2,2026-03-30T12:48:13.834-05:00,0.1236805929763694
2026-03-30T14:38:29.455-05:00,1774899503.220146,30.28882894480654,-97.73768801346797,181.1905,-1,-1,-1,-1,62.87283999505373,22.98179575223341,-9999,135246.262747875,0.8250274658203125,0.287689208984375,-0.4792327880859375,135246.231336875,-3.082678250195085,1.040086844523153,-0.2947678379515853,0.007285398431122303,0.001608496299013495,0.00283836992457509,-0.003625750541687012,-0.00432392954826355,0.002534031867980957,XArbitraryZVertical,-0.4875639201634773,-0.14185860983849,0.8601663641059648,0.04765908421365637,0.8252504467964172,0.2905177175998688,-0.4843151271343231,0,0,0,-1,-1,135233.8374975417,unknown,2,2026-03-30T14:38:17.026-05:00,2026-03-30T10:54:16.334-05:00,3730,1.346119,0,0,2516.999,4,4,2026-03-30T14:36:34.095-05:00,796592307.3808063,0,0.02000046,99.60115,1,0.9,2026-03-30T14:37:50.703-05:00,72,1.2,2026-03-30T12:48:13.834-05:00,0.1236805929763694
2026-03-30T14:38:29.489-05:00,1774899503.220146,30.28882894480654,-97.73768801346797,181.1905,-1,-1,-1,-1,62.87283999505373,22.98179575223341,-9999,135246.296673875,0.8240814208984375,0.2883148193359375,-0.4811248779296875,135246.291647875,-3.082743895659471,1.039997855604596,-0.2945559003736888,0.002410060726106167,-0.004851602483540773,0.002908064052462578,-0.0009807348251342773,-0.001908630132675171,0.00353887677192688,XArbitraryZVertical,-0.4875407143650108,-0.1417540310285326,0.8601984093228455,0.04762855758830483,0.8252604007720947,0.2903149127960205,-0.4844197034835815,0,0,0,-1,-1,135233.8374975417,unknown,2,2026-03-30T14:38:17.026-05:00,2026-03-30T10:54:16.334-05:00,3730,1.346119,0,0,2516.999,4,4,2026-03-30T14:36:34.095-05:00,796592307.3808063,0,0.02000046,99.60115,1,0.9,2026-03-30T14:37:50.703-05:00,72,1.2,2026-03-30T12:48:13.834-05:00,0.1236805929763694
