,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d,C:\Users\jib746\Downloads\HS_data\Trial_Good1_FinalProject_filt_0.c3d
500,-418.06494,-229.98181,-1055.62476,25.60606,5.61484,-3.52001,302.27515,820.50836,49.06485,-14.18818,-1.38402,0.00016,-112.65319,-447.33209,-796.98132,20.82285,-8.05037,-9.1377,-108.3409,375.22235,73.34189,-10.31487,2.7206,0.00001
501,158.75502,534.36523,1018.72485,25.95897,5.64933,-3.85526,-276.99057,-1067.44482,-44.35858,-13.91352,-1.90479,-0.00002,189.13802,-270.68497,-1806.84375,21.60673,-8.12364,-8.77579,-1187.25391,596.5293,196.42203,-10.28074,2.70104,-0.00046
502,539.82147,317.47787,1305.58533,26.35979,5.50955,-3.51672,-56.5447,-1285.28809,-19.81957,-13.74637,-1.81706,-0.00148,834.59119,-445.08234,-581.45612,22.30559,-8.24607,-9.04391,-973.57697,562.2525,179.28897,-9.78396,2.91843,0.00042
503,-58.84112,-745.30188,-536.81696,26.62053,5.12781,-2.60784,356.78595,370.18878,40.64539,-14.05794,-1.22407,-0.00173,434.14163,-939.2713,1729.42505,22.54662,-8.57835,-9.73126,512.70319,20.58193,-36.0505,-8.85116,3.30938,-0.00016
504,-510.67212,-608.11499,-1556.1886,26.74735,5.06889,-1.9637,583.84357,386.58655,49.90814,-14.1076,-1.06345,0.0004,-574.77844,-572.33771,623.76459,22.64178,-8.5895,-9.55382,1380.79785,-703.76208,-231.85744,-8.04448,3.48148,-0.0009
505,-60.85143,258.89426,-428.9902,26.91819,5.22468,-2.06869,-120.26919,19.72033,-11.07693,-14.27969,-1.1168,0.00011,-1037.69019,440.16568,-2220.15698,22.84037,-8.23214,-8.78714,1161.11414,-749.55127,-224.9696,-7.8199,3.54113,0.0001
506,651.15808,-86.22112,546.67151,27.30031,5.19921,-2.28663,-1188.72681,771.9057,-74.15061,-14.7268,-1.06236,0.00022,-171.21808,415.26761,-729.93665,23.21671,-7.95354,-9.48095,457.3902,-420.50363,-104.43479,-7.95442,3.48984,0.00012
507,562.10651,-1031.76489,2.93195,27.4706,5.06741,-1.98198,-458.83575,564.15564,-21.00857,-14.38821,-0.94787,0.00051,971.52197,-759.2597,1432.22461,23.84693,-7.83474,-10.41961,-114.75193,-146.0186,-4.52393,-8.2914,3.3762,0.00016
508,-79.3715,-532.76453,255.79091,27.19969,5.08351,-1.91336,768.49585,-522.27539,45.63621,-13.7861,-0.85585,-0.00022,531.32153,-578.9342,-181.59251,24.05047,-7.62184,-10.22754,502.66614,-596.19464,-124.23676,-8.55683,3.39798,-0.00005
509,-507.60739,807.87781,634.67902,26.80398,5.37731,-1.91289,758.90851,-947.13593,32.67169,-13.70488,-0.89538,0.00011,-103.33319,628.61682,-863.31323,23.76618,-7.26472,-10.39019,1365.31262,-1397.38525,-313.07065,-8.80552,3.37908,-0.00095
510,-394.14993,234.66693,-932.74969,26.76544,5.49883,-1.32857,390.0376,-278.86047,19.56542,-13.87396,-0.78587,-0.00012,942.74811,-361.293,902.62842,23.95317,-7.20587,-11.14427,169.89981,-286.5654,-56.13279,-10.02447,3.17931,0.00111
511,493.28549,-1276.68359,-1412.08105,27.13852,5.54122,-1.16153,-658.13123,1101.54065,-19.44997,-14.36653,-0.67728,0.00039,1690.50867,-1464.79932,880.87091,24.04752,-7.24127,-11.29999,-1531.09497,1114.78088,269.79904,-11.47626,2.92939,0.00112
512,226.63745,-287.76639,655.00574,26.84203,5.83123,-1.81802,-1328.67566,1215.18994,-59.03474,-14.48775,-0.82207,0.00053,113.92583,217.16504,-217.76881,23.03156,-7.11787,-10.92207,-1064.19287,107.39668,53.43724,-11.8555,2.89855,0.00015
513,-1382.70203,1155.7196,956.04364,26.10199,5.99885,-1.95972,107.84219,-205.09982,1.15048,-13.63886,-0.76985,0.00094,-1416.93201,1214.271,786.75513,22.07824,-7.31395,-11.01525,384.40149,-782.98895,-189.11488,-12.16964,3.20054,-0.00067
514,-470.85977,-54.97545,-642.39404,26.48223,6.33504,-1.56287,826.8512,-578.76532,37.89411,-13.10945,-0.66826,-0.00036,-248.32991,174.95557,1574.66016,22.15943,-7.34415,-10.90369,772.19031,-112.74687,-75.18285,-12.98095,3.53052,-0.00048
515,1390.10327,-780.45978,225.5536,27.01828,6.90066,-1.92573,35.59476,123.03061,2.20713,-13.15946,-0.77912,0.00016,1317.3562,-23.22338,440.40082,22.32516,-7.07649,-10.04476,-181.40227,497.26602,79.98253,-13.85838,3.51573,0.00079
516,-61.33197,1084.58765,907.08807,26.41969,7.12181,-2.10944,510.84622,-200.21916,23.28734,-12.81856,-0.76422,0.00017,415.4212,782.5611,-1183.79346,22.00818,-7.32955,-9.16931,-714.14386,609.12341,129.14781,-14.651,3.44496,-0.00025
517,-1384.1189,1814.05957,-804.07758,26.22602,7.26041,-1.36711,588.61774,-1038.6051,25.88041,-12.59747,-0.88772,-0.00001,-977.46509,915.28241,-2518.37549,21.79229,-7.90414,-8.37115,309.22232,148.30128,28.49784,-14.96496,3.71454,-0.00078
518,378.14362,-370.66586,717.70929,27.28983,7.40273,-1.63251,-1046.26672,-576.47107,-54.35978,-13.04403,-1.16791,-0.00003,-293.30704,-265.49011,-1010.84009,21.99022,-8.3781,-8.69435,225.55801,-130.64154,-51.39013,-15.34291,3.71494,0.00177
519,1122.23181,-1951.21375,2564.36206,27.9991,7.41298,-1.9459,-937.64441,731.89551,-47.24316,-13.34937,-0.81949,0.00026,548.85187,-1103.16248,1708.34912,22.05941,-8.79481,-9.67869,-972.87573,587.12463,124.99634,-16.07676,3.49237,0.00121
520,-638.74115,-785.67792,-1242.4082,27.54693,7.7708,-0.29763,838.82861,913.09515,43.73354,-13.09405,-0.25736,0.00042,-269.04416,-140.62804,1064.28259,21.67036,-9.0995,-9.39334,-356.15918,961.41113,268.93561,-16.28977,3.79652,-0.00005
521,-1094.42993,505.13486,-2957.97925,27.18112,8.39995,0.49491,980.15082,-36.69746,51.62093,-12.83617,-0.38359,-0.00035,-451.8548,387.86746,-84.139,21.50684,-9.2863,-8.96901,411.21527,230.60199,87.19106,-16.13821,3.95144,-0.00031
522,708.65662,-86.10059,818.2403,27.51627,8.95637,-0.48812,-176.42923,-300.18881,-9.03618,-12.86101,-0.69164,0.00023,784.25012,-468.42029,-21.29281,21.71838,-9.39023,-8.94437,20.94982,-231.96257,-73.9857,-16.06304,3.783,0.00065
523,1707.27856,-786.41382,2379.78198,27.57991,9.45066,-0.55656,-1017.5304,116.53166,-58.67012,-12.9712,-0.8193,-0.00028,1084.47351,-758.65839,-897.12622,21.57889,-9.62891,-8.44043,-362.85101,656.58215,199.3382,-16.12739,3.88277,0.00028
524,31.95919,-143.29913,598.4624,26.88881,9.69261,0.40649,-608.74304,-168.55786,-35.76773,-12.78935,-0.77296,0.00076,-280.79044,-171.10469,-585.1134,20.92524,-10.16718,-8.37222,-860.60901,1234.30371,376.36905,-16.09822,3.84851,-0.00176
525,-2233.50146,653.32251,-1162.20935,26.07607,9.81139,1.44775,940.51434,-617.57648,64.49633,-12.39206,-0.35891,0.00083,-1757.75146,555.01514,976.12073,20.10228,-10.6818,-8.70257,-190.07289,-109.13658,-42.53099,-15.26267,3.95448,0.00201
526,-1485.43298,322.83881,-1965.58545,26.03813,10.56045,1.98969,1228.04797,92.48522,78.05409,-12.52936,-0.1751,0.00006,-1184.58069,662.24121,403.51031,19.94941,-10.67085,-8.47965,1296.46802,-868.9248,-231.79242,-14.48214,4.39506,0.00211
527,977.96765,-199.4503,-719.78998,26.46948,11.70691,1.62929,204.84506,876.35657,-4.02905,-12.94164,-0.44794,0.00017,703.4859,405.96887,-1257.1355,20.36915,-10.26298,-8.16452,841.77875,118.72942,86.10809,-14.46627,4.29901,0.00005
528,1192.34448,52.52212,1655.56628,26.38059,12.30898,1.04392,-321.23309,375.30695,-33.97741,-12.86551,-0.81281,-0.00035,729.15289,440.87558,-828.76556,20.31602,-10.32455,-8.36025,-376.17252,549.11218,173.58057,-14.2308,3.87442,-0.00034
529,227.73315,-423.63153,1285.65308,26.15309,12.61274,1.26983,-921.05725,58.49818,-79.43488,-12.74031,-1.21707,0.00011,-103.34862,-575.62225,973.96368,20.26542,-10.83467,-8.97774,-558.23694,389.3082,111.86932,-13.76367,3.72601,0.00092
530,536.03387,-1372.17822,-1378.86255,25.99425,13.17378,2.22887,-1144.5199,382.83594,-114.98339,-12.64825,-1.33667,-0.00037,706.28302,-1607.15369,889.10333,20.49816,-10.9701,-9.11771,-686.03424,198.37437,58.61275,-13.24136,3.6249,-0.00082
531,937.6521,-53.41634,-1154.18396,25.14252,13.70868,2.44124,189.1893,-491.53046,35.39896,-11.99409,-1.0978,0.00054,1250.55615,45.134,-624.03998,20.00316,-10.96647,-8.65258,-545.51465,-231.64011,-80.60672,-12.46972,3.68941,-0.00007
532,-40.10857,2044.28699,930.72821,24.03428,13.83266,2.12876,1334.59924,-1362.36523,187.20844,-11.46639,-0.90457,0.00021,-60.5099,1843.07043,-600.18091,19.15135,-11.56898,-8.59807,101.80556,-18.28403,12.63443,-11.86959,4.11085,0.0008
533,-1152.19336,1558.51611,559.86133,23.7324,13.63837,2.55711,687.32019,-434.75671,91.9691,-11.83495,-0.91448,-0.00008,-1077.51562,842.36328,344.42255,19.09049,-12.46316,-8.86783,18.05039,242.16711,108.32484,-11.33275,4.33843,-0.00137
534,-341.41547,-234.13503,-289.89563,24.11655,13.80063,2.89227,-528.36249,118.24373,-50.06988,-12.30466,-1.14819,0.00004,-344.91861,-762.73822,343.04761,19.46615,-12.92628,-8.98977,-0.68687,-276.7619,-92.50153,-10.54511,4.52494,0.00119
535,984.25732,-1182.42651,-347.39334,24.39165,14.19363,2.91952,-523.31659,-246.10738,-27.38436,-12.44301,-1.22199,0.00006,486.51425,-802.97937,-811.29675,19.56963,-13.15844,-8.94159,560.16779,-389.58011,-140.09871,-9.9271,4.95269,0.00129
536,588.63696,-818.22668,-879.21161,24.12109,14.16535,3.2806,260.11661,247.91644,15.72015,-12.77438,-0.92049,-0.00028,184.4631,232.51642,-1855.76001,19.28711,-13.60256,-8.9526,302.05408,-43.82763,-12.51815,-9.55212,5.02038,-0.0012
537,89.7687,723.15436,-102.80798,23.42668,14.12772,3.19084,174.63014,645.26013,-29.91153,-13.05857,-0.89355,0.00019,37.77305,625.93195,36.61102,18.75851,-14.11778,-9.79057,0.06192,-237.4781,-86.48615,-9.07451,5.04605,0.00068
538,307.30298,810.0871,1670.49097,23.14072,14.07545,2.85496,-482.23538,489.48938,-103.47736,-13.11275,-1.07588,-0.00048,246.86234,-402.55829,3313.42236,18.54831,-14.68738,-11.03282,122.26539,-977.25275,-351.47781,-8.66385,5.21984,0.00034
539,-304.71982,-704.17365,1599.43408,23.21583,13.67965,3.3032,-487.51984,238.55424,-88.17326,-13.0955,-1.03418,-0.00049,-637.24182,-565.46246,1794.1604,18.60397,-15.33817,-10.6693,-233.18219,-1617.28149,-565.29193,-8.50425,5.19176,0.00039
540,-940.5661,-348.21835,-63.40186,22.63985,13.62288,4.3064,136.59247,-783.76978,100.71037,-12.731,-0.95233,0.00003,-1343.85669,165.93594,-2036.87524,18.6631,-15.66704,-9.28251,-325.30545,-774.65723,-265.05527,-8.94045,5.4086,0.00002
541,-653.23792,685.2641,-1374.1438,22.08189,14.01706,5.19276,707.60907,-1068.74988,224.28981,-12.66612,-0.78022,0.0002,-474.43839,-563.6969,-862.14246,18.78603,-15.56961,-9.51536,-128.38777,740.0553,246.71712,-9.80877,5.77244,0.00083
542,-1124.82349,581.66418,-1463.42285,22.09773,14.24989,5.53677,1086.96094,-299.05023,224.27388,-13.21406,-0.62325,-0.00044,-377.74704,-494.97546,760.85114,18.55261,-15.42325,-10.00931,14.13152,235.00566,79.82196,-10.09031,6.04011,0.00091
543,-1956.24219,1139.06213,-659.16925,22.15595,14.60938,5.39403,1251.47083,-811.15747,363.08142,-13.65958,-0.77467,-0.00187,-1404.65723,1255.99707,-1613.13098,18.17378,-15.18083,-9.36821,630.29395,-673.52203,-179.95615,-10.23543,6.41897,-0.00094
544,-756.97137,962.05676,198.85834,22.87425,15.66347,4.90476,280.80292,-1088.60205,259.30634,-14.51749,-1.26809,0.00196,-962.37756,649.0614,-1356.86023,18.32224,-14.56664,-9.87001,915.41388,321.81314,160.91139,-10.97056,6.62511,0.00002
545,999.30536,-1677.3678,32.12711,24.31861,16.78883,4.47565,-1057.4165,752.16925,-259.30185,-16.09199,-1.67561,-0.00059,335.77942,-1853.12195,1789.64233,18.73003,-13.80526,-11.24096,214.54861,845.08429,283.64639,-11.49697,6.42957,0.00044
546,862.83765,-2604.83813,-713.02246,24.94282,17.57452,4.31552,-599.74225,1413.68701,-295.147,-17.09004,-1.69972,-0.00241,497.99966,-1747.72131,1038.99744,18.60855,-12.98031,-11.38045,-211.323,-258.85364,-64.31098,-11.54399,6.16077,0
547,-108.40065,437.08694,4.55304,24.35707,18.45598,3.76131,601.40619,-521.58362,266.12985,-17.25317,-1.83679,-0.00083,-37.02821,457.29611,-1280.53833,17.87109,-12.07421,-10.9455,2.50753,-532.25903,-122.46704,-11.7908,6.11702,-0.00067
548,-566.99445,2425.83325,1378.92444,24.15046,19.30004,3.07025,427.80072,-1251.17554,367.14441,-17.9265,-2.16512,0.00123,-158.1483,853.73212,496.7402,17.27228,-11.28838,-11.57326,-549.73816,761.97614,152.20355,-12.39218,5.94884,0.0006
549,-243.90024,1155.50403,652.64661,24.93428,20.08198,2.99078,-183.52791,-208.81038,54.92636,-19.26294,-2.38067,-0.00036,216.8502,19.68286,1997.24243,17.1264,-10.52182,-12.11662,-835.66815,1116.90002,195.87234,-12.68972,5.84737,-0.00015
550,412.8605,905.28082,-1044.08728,25.75918,21.07011,3.23493,126.76836,-1380.81177,364.01227,-20.28434,-2.50002,-0.00363,474.91254,1351.03967,-489.90036,17.02592,-9.68237,-11.25148,138.64587,-953.82776,-210.45178,-12.33245,6.28277,0.00012
551,384.74036,2561.36084,-321.19583,26.65402,21.69981,2.86423,329.45236,-3866.48438,872.35626,-21.41685,-2.62965,0.00821,322.78879,3792.81885,-1333.70618,16.89297,-9.10423,-11.01466,-128.62669,-2526.45093,-611.53601,-12.26128,6.40905,0.00376
552,920.60522,2103.49854,992.72333,28.54033,21.87782,2.22784,-221.06891,-1878.51416,323.61407,-24.15611,-2.31579,-0.00615,561.5943,2843.31299,-73.49382,17.91857,-9.04321,-11.52353,-501.54468,-840.41174,-238.44638,-13.3661,6.55007,-0.00258
553,2606.12012,-546.43329,-158.89665,31.06102,22.0478,2.39894,-660.19067,2223.93384,-656.37616,-27.75376,-1.45988,-0.01076,1312.9165,-1358.70642,556.72552,20.19571,-9.28617,-11.61499,998.63159,1150.84351,414.04575,-14.70847,7.32126,-0.00346
554,2061.18799,-1661.67871,-651.06104,32.82883,21.38943,2.63159,-749.51672,1147.26196,-590.44653,-29.87307,-1.10858,0.01209,737.77521,-3725.04077,2144.17798,21.63346,-9.84557,-11.97958,1036.51184,734.18964,305.92429,-15.34781,7.39433,0.00328
555,-159.8373,-1596.06482,980.14307,33.88131,19.91479,2.61097,-31.01753,24.44412,-93.69577,-31.44483,-0.67938,-0.00574,-558.53882,-2140.70825,1606.00842,21.85357,-10.36797,-11.36744,-140.19862,-508.44803,-109.98605,-15.88003,6.98764,-0.0007
556,90.23876,-2097.12744,754.18652,34.76609,19.16914,3.00949,1138.72253,4589.47021,-329.59396,-33.98669,0.3334,-0.0031,-87.59068,887.32642,-2058.07642,21.73796,-10.13716,-9.77426,512.68066,-1360.86377,-153.28737,-16.51302,7.02081,-0.00262
557,592.92639,-1510.4801,-1870.44019,34.75598,18.76861,3.9035,1077.98523,5530.72314,-454.15097,-35.07627,0.11533,0.00664,311.29166,1738.24585,-3386.24194,21.7601,-10.08684,-9.2947,1236.50061,-268.9758,193.0607,-17.62352,6.83216,0.00316
558,-1075.33386,259.34998,-2727.84082,34.22532,17.69236,4.23144,57.94984,-174.45335,30.83311,-33.92782,-1.46371,-0.00595,-744.09515,-109.5612,-873.30078,22.31952,-10.75383,-9.89641,159.17213,2403.6604,519.80182,-19.21467,6.11708,0.00231
559,-1306.77051,529.77081,-1917.97742,34.44001,16.75908,3.27847,-431.54071,-1778.55334,51.6524,-33.48577,-2.64522,0.00514,-256.68732,-1287.48242,2377.06616,22.67443,-10.93286,-11.00079,-1366.54993,2537.29346,234.00381,-19.63658,5.24538,-0.00421
560,933.91876,-866.68573,-1414.67993,35.2018,16.30325,2.0714,-872.41333,2002.09998,-658.22058,-34.00826,-3.24643,0.00219,1460.64709,-987.86389,1547.14478,22.7487,-10.63752,-11.08241,-1147.34314,955.48694,-55.66484,-19.15227,4.93834,0.0013
561,2410.48633,-932.24133,2381.20459,35.6883,15.28034,0.12199,-2622.75122,3397.70337,-1314.66003,-33.43731,-4.18507,-0.00681,1165.28784,-805.83606,-1467.14819,22.79766,-10.90996,-10.06366,133.05798,607.7558,122.62179,-18.80796,5.1769,0.00077
562,1138.25195,692.69543,6025.65771,35.3119,13.60587,-1.30456,-3332.98096,1589.10693,-1071.11047,-31.46,-4.70273,0.00027,-726.42249,-134.0993,-576.41809,22.17148,-11.69529,-10.35989,270.21118,-241.72752,14.76578,-18.06023,5.07625,-0.00244
563,-1365.89465,794.28577,1774.64709,34.52614,12.35638,0.38408,-755.55127,-293.60629,19.66799,-28.67915,-3.88711,0.006,-1756.90833,564.01245,-246.69608,21.49205,-12.16318,-10.66978,410.70895,-1283.83118,-148.70465,-17.28804,4.97214,0.00091
564,-1785.14355,-675.54248,-2642.56616,34.27861,11.7424,2.28044,1284.13831,-717.17242,577.77533,-26.00621,-2.93985,-0.00371,-981.45782,-424.66086,-1626.36169,21.45592,-12.01191,-10.39248,487.91803,-81.91317,69.12151,-17.22541,4.9021,0.00107
565,59.41063,-985.88159,-165.05627,34.21231,11.30424,2.10617,128.59311,535.97357,136.97649,-24.01903,-2.66991,-0.00175,558.4035,-1336.5686,2112.28589,21.0799,-11.64093,-11.73422,-1134.36743,1259.77161,-2.03245,-17.18295,4.28541,-0.00128
566,1170.99744,-365.81516,1602.87585,33.69348,10.92447,2.31782,-991.77637,1088.27966,-126.11611,-21.79906,-2.43594,0.00067,1062.02161,119.35873,4764.91895,20.10919,-11.32245,-12.37019,-1319.88794,-95.5388,-265.4393,-16.44581,4.19002,0.00177
567,2.58069,-77.73154,-122.48726,32.89399,10.29849,3.57466,17.42631,-454.60324,220.26289,-18.84935,-1.84752,0.00191,-137.82449,1547.19226,-279.51517,19.54452,-11.2741,-10.39737,1114.38025,-1737.80359,-75.28606,-15.73742,4.91774,-0.00021
568,-1568.02148,-62.35296,-876.81317,32.09058,9.45932,4.41959,1319.68738,-1646.18665,432.10886,-16.11757,-1.23624,-0.00104,-1341.27344,94.91679,-4022.7439,19.6916,-11.43852,-8.86861,1532.16626,-579.26202,200.95094,-15.86165,4.95695,-0.0002
569,-870.36346,-497.4075,-654.6474,31.55644,9.2286,4.88196,1126.84167,-1314.08777,291.33041,-14.19772,-0.9329,0.0002,-416.94302,-1789.67542,-1142.47913,19.67092,-11.09887,-9.33902,-488.42377,1269.53906,115.38159,-16.18464,4.24361,0.00012
570,803.64148,-517.87122,-446.03986,31.01145,9.34846,5.07016,-158.32259,-1452.96277,278.19864,-12.65152,-0.95776,-0.00089,1020.94977,-855.66815,1969.72156,18.79436,-10.40508,-9.99703,-947.96057,619.83594,-83.65703,-15.85183,3.97702,0.00028
571,494.04144,630.30481,-379.14041,30.02941,8.9501,5.18027,-415.8143,-2169.3313,368.57773,-11.33449,-0.80111,-0.00099,790.96405,1317.88831,1663.60327,17.67162,-10.21292,-9.63525,-25.7185,-1277.73608,-214.13408,-15.22691,4.13589,0.00003
572,-558.70697,1391.76904,-58.45407,29.26959,8.34576,5.43875,1119.00916,-1784.67554,225.08511,-10.70215,-0.04392,0.00021,636.12085,2175.604,511.52209,17.16582,-10.20798,-8.84668,-186.70819,-1639.84851,-316.97012,-15.18473,4.07248,0.00013
573,-583.01001,656.21674,1357.88916,29.14083,7.92774,5.24017,2060.54175,-850.43066,42.17027,-10.67556,0.48172,-0.00008,811.76752,1531.94275,-740.57532,17.30466,-10.35223,-7.97806,-526.62695,-859.36121,-267.56409,-15.71021,4.05197,0.00034
574,-541.14722,-936.61951,965.79773,29.18972,7.66271,5.65482,873.86017,-121.13114,-8.4473,-11.03063,0.26533,-0.00004,-172.11563,-82.47847,-2381.95044,17.92248,-11.0918,-7.04815,53.92765,-514.61285,-88.28626,-16.36819,4.39419,-0.00119
575,-455.36832,-1599.76855,-1150.9353,28.88688,7.77104,6.64619,-787.74353,668.99762,-65.3447,-11.57912,-0.16027,-0.00012,-744.09241,-926.67426,-970.52795,18.36038,-11.68498,-7.07774,-90.49216,-475.50336,-134.95421,-17.1783,4.58065,0.0009
576,-351.88412,-626.4425,-1139.23462,28.04949,7.95407,6.72404,-861.36145,703.11206,-74.50983,-11.75916,-0.32408,-0.00005,-456.22742,294.46109,2413.27319,18.15375,-11.89479,-7.94282,-525.04034,-515.06049,-252.99763,-18.13647,4.64127,0.00271
577,-661.19342,485.18008,-339.22119,27.16396,8.0139,6.60126,330.66336,-428.66977,52.02801,-11.51824,-0.17384,0.00014,-646.94543,1848.66724,109.54864,18.32478,-12.10101,-7.33089,731.85699,-940.32874,5.7985,-19.20478,5.18196,-0.00284
578,-48.86812,1083.81042,-290.28796,26.46455,8.38133,6.45561,550.89905,-1136.78589,136.48619,-11.46901,-0.20711,0.00012,-163.28204,1797.72803,-3949.00806,19.3208,-12.03847,-6.12677,1167.04712,-1262.29858,59.4657,-20.53725,5.43637,-0.00095
579,1421.59485,353.35538,49.58696,26.12231,8.7948,6.07255,-541.98053,-107.81601,7.13312,-12.01218,-0.42422,-0.00023,1556.75171,-281.70547,406.62674,20.4328,-12.02291,-7.49639,-1029.5426,-706.39764,-446.09375,-22.24113,4.83041,0.00499
580,1466.13843,-1175.77783,738.78906,26.11326,8.64938,5.90648,-928.52985,797.59338,-109.08594,-12.56183,-0.38145,-0.00049,1815.4845,-2364.78784,5001.82715,21.55104,-12.61085,-8.788,-1781.77246,558.64142,-427.83606,-24.25068,4.72643,-0.00186
581,-426.37219,41.33229,1517.14001,25.25304,7.99784,5.95352,81.99776,10.50666,-7.61124,-12.48427,-0.07382,0.00046,-622.93738,-972.9281,801.83282,22.22256,-13.52983,-6.99062,227.89632,1648.77393,348.15768,-26.21172,5.51809,0.00028
582,-1788.36621,1309.0127,859.02368,24.15799,7.60461,6.49545,924.7384,109.3381,11.97425,-12.55493,0.23977,-0.00036,-2367.2146,1023.69067,-2286.34766,22.35918,-14.17301,-5.50165,1217.89807,1995.23975,736.03528,-27.59664,6.03099,0.00346
583,-1007.55933,-1104.48145,-1226.80432,24.26675,7.9907,7.40245,517.06653,1357.37012,-120.04303,-12.96456,0.18423,0.00051,-1245.07947,-1069.78809,-199.46867,23.21789,-14.08883,-5.65495,672.9325,1975.50012,615.4397,-28.30258,6.06842,-0.00009
584,336.73053,-1127.82275,-1328.88989,23.73875,8.55477,7.64596,-315.20544,628.90283,-71.6489,-12.65352,-0.16849,-0.00019,158.44389,-1999.22571,-458.64545,23.80531,-13.59347,-5.21983,705.15826,1814.31946,594.53137,-28.5043,6.1254,0.00159
585,841.21582,1730.10046,271.62228,22.34153,8.87855,7.2954,-726.48389,-582.1424,32.25051,-12.09197,-0.44781,0.00037,352.41507,847.58221,-1806.67188,23.01536,-13.2206,-4.80288,575.69067,1431.76538,462.33682,-28.05301,6.01321,0.00044
586,536.46289,573.12885,581.70471,22.22208,8.93453,7.4227,-318.95209,169.23563,-32.74565,-11.99056,-0.38719,0.00106,369.41101,316.27792,-256.47934,22.89945,-13.13089,-5.42466,-520.68604,2073.29321,286.93277,-27.24641,5.56408,-0.00135
587,121.39873,-1470.29065,81.0002,22.20921,8.77283,7.6629,300.4743,928.11572,-81.75136,-11.67761,-0.1483,0.00117,389.78094,-2331.50049,483.54141,23.23459,-13.17169,-5.90961,-657.56781,3176.09131,488.80679,-26.09168,5.4352,0.00001
588,201.02133,-210.52513,-1249.32166,21.20432,8.79292,7.95049,-250.09315,492.65039,-54.50704,-11.06485,-0.29621,-0.00125,31.05952,-792.38879,-1109.16162,22.26529,-13.14643,-5.83648,699.63184,1666.73669,492.09756,-23.72506,5.81215,0.00159
589,-33.46024,894.97406,-1764.22058,20.42245,8.63306,8.16176,-505.29889,-172.46521,-4.7749,-10.32203,-0.39452,0.00063,-522.74469,1488.07959,-674.16772,21.00385,-13.29068,-6.36274,1436.64941,-1202.84204,-4.39613,-20.64598,5.97814,-0.00005
590,-293.1525,354.92535,1213.12122,20.1169,8.22436,7.12171,611.39545,-200.57617,35.65321,-9.54485,-0.03363,0.00096,-275.5022,455.37762,1800.00464,20.44189,-13.338,-7.4825,620.06689,-1309.57751,-232.78662,-18.21154,5.53422,-0.00084
591,67.50237,-464.87219,1860.00488,19.88568,8.19134,6.67417,734.89771,210.47653,1.02256,-9.03915,-0.03065,-0.00109,425.53339,-1109.01538,1258.08545,20.24068,-13.02833,-7.69158,-418.68781,208.05966,-87.10076,-16.33276,4.84258,-0.00077
592,-279.68396,-270.16324,-1621.94946,19.27819,8.14089,7.58207,82.93806,-280.57013,26.66429,-8.37848,-0.37731,0.00029,-32.2027,-240.65112,-1636.65527,19.62936,-12.95116,-7.15085,-535.81677,-627.33099,-257.01761,-14.08456,4.46376,0.00193
593,-684.15179,442.82776,-1211.13953,18.56774,7.96814,7.26231,332.33652,-913.9798,101.64053,-7.68019,-0.49079,0.0013,-468.12625,1090.50049,-1562.11243,18.59072,-12.9813,-7.52076,-312.35104,-2428.74658,-576.92639,-11.86097,4.25108,-0.00039
